,url,target
43713,https://www.lefigaro.fr/cinema/alice-et-le-maire-le-regard-de-charles-gemini-man-les-films-a-voir-ou-a-eviter-cette-semaine-20191001,[184]
43715,https://mobile-dictionary.reverso.net/francais-definition/une%20d%C3%A9licate%20intention,"[692, 1265, 108, 1494, 474]"
43716,https://www.gamekult.com/actualite/le-mod-enderal-forgotten-stories-ajoute-jusqu-a-100-heures-de-jeu-a-skyrim-3050813741.html,[1343]
43718,https://donnons.org/don/5652595,[1686]
43719,https://www.lesnumeriques.com/webcam/logitech-hd-pro-c920-p14938/avis/excellente-webcam/9295,[531]
43721,https://www.horairesdouverture24.fr/filiale/Joue%2520Les%2520Tours-Desmazieres-914808Y.html,[377]
43722,https://www.autoscout24.fr/offres/mercedes-benz-a-180-cdi-elegance-diesel-bleu-68ec4020-2b39-4b5f-8834-1f37e4a4bae6,[1686]
43724,http://www.closeupfactory.com/article-28408587.html,"[907, 122]"
43725,"https://www.automobile.fr/cat%C3%A9gorie/camping-cars/vhc:motorhome,pgn:2,pgs:10,srt:date,sro:desc,prx:15000,dmg:false,vcg:motorhomesandpickup!vanmotorhome",[1686]
43726,http://www.jeuxvideo.com/forums/42-3011947-54009579-1-0-1-0-q-l-histoire-du-1.htm,"[381, 1343]"
43727,https://fr.shopping.rakuten.com/offer/buy/3561636033/modelage-du-corps-humain-volume-2-poses-et-drapes-en-argile-format-relie.html,[531]
43732,https://mots-croises.tazzaz.com/definition/tromper-dans-ses-espoirs.html,[1494]
43733,https://www.societe.com/societe/cos-construction-502301401.html,[377]
43736,https://www.cuisineaz.com/recettes/goueron-du-poitou-47713.aspx,"[907, 122]"
43740,https://www.closermag.fr/people/video-liane-foly-fond-en-larmes-lorsqu-elle-parle-de-sa-niece-1033631,"[184, 358]"
43741,https://kpopping.com/kpics/details/138970-HQ-TWICE-4th-Min-Album-Signal-Concept-Teasers,[184]
43743,http://www.allocine.fr/series/ficheserie-621/saison-1922,"[211, 358]"
43746,https://fr.blastingnews.com/tv-gossip/2020/01/jlc-family-jazz-met-une-baffe-a-laurent-elle-choque-les-internautes-003045903.html,"[184, 211]"
43747,https://fr.shopping.rakuten.com/mfp/2003408/rallisport-challenge-jeu-video,[531]
43748,http://www.allocine.fr/diaporamas/series/diaporama-18683059,[184]
43753,http://m.jeuxvideo.com/forums/42-6-61581848-1-0-1-0-avez-vous-une-solution-contre-le-color-banding.htm,"[211, 1343]"
43755,"https://www.automobile.fr/Voiture/Audi-RS3-Sportback-MatrixLED-Navi-BangO/vhc:car,cnt:de,pgn:3,pgs:10,ms1:1900_36_,frn:2015,frx:2019,mlx:100000,ger:automatic_gear,dmg:false/pg:vipcar/293315219.html","[1686, 1687]"
43760,http://poussin17.over-blog.com,[572]
43761,"https://www.lindependant.fr/2019/07/03/premier-apercu-de-la-nouvelle-piscine-publique-de-narbonne-plage,8293653.php",[572]
43762,https://m.mobile.de/auto-inserat/mercedes-benz-e-350-cdi-be-avantgarde-motorschaden-niedersachsen-stade/286629187.html,[1686]
43767,https://www.melty.fr/kit-harington-game-of-thrones-pourquoi-est-il-absent-des-reseaux-sociaux-a565871.html,[184]
43768,https://www.gutekueche.at/muscheln-in-tomatensauce-rezept-22655,[122]
43770,https://www.lachainemeteo.com/meteo-etats-unis/ville-1549/previsions-meteo-paducah-aujourdhui,"[63, 1254]"
43779,https://hoy.com.do/opiniones,[572]
43781,http://m.jeuxvideo.com/forums/42-1000043-54837338-2-0-1-0-qu-elle-est-votre-meilleur-jeux-ps4.htm,[1343]
43783,http://www.jeuxvideo.com/forums/0-3000397-0-1-0-26-0-jeux-pc.htm,[1343]
43790,https://1mot.net/taudee,"[692, 1265, 1494]"
43792,https://www.millenium.org/guide/349911.html,[381]
43793,https://dictionnaire.reverso.net/francais-synonymes/faire%20un%20cadeau,"[692, 1265, 108, 1494, 474]"
43799,https://www.cuisineaz.com/recettes/emince-de-poulet-des-iles-11479.aspx,[122]
43802,https://pikio.pl/ksiezna-diana-1001202-so-kucharz,[184]
43806,https://www.autoscout24.fr/offres/bmw-328-i-automatik-leder-navi-sd-essence-bleu-26a21c9d-f5ad-4887-943d-265a6f51cda0,"[1686, 1687]"
43808,https://www.marmiton.org/recettes/recette_quiche-chorizo-et-tomates_47823.aspx,"[907, 122]"
43809,https://mobile-dictionary.reverso.net/anglais-francais/IMHO,"[692, 1265, 1494, 474]"
43810,http://www.jeuxvideo.com/wikis-soluce-astuces/561863/deck-meta-arene-9-geant-prince-version-gardes-esprits-de-glace.htm,[1343]
43811,https://m.20minutes.fr/people/diaporama-8074-photo-876850-belmondo-reunissent-people-francais,[184]
43812,https://www.regal.fr/recettes/plats/risotto-depeautre-a-la-betterave-16995,[122]
43820,https://rankersta.com/a/juliafashionlove/5475119434,[184]
43823,"https://www.automobile.fr/voiture/mercedes-benz-classe-c/vhc:car,ms1:17200_-6_,frn:1995,prx:500,ful:diesel,dmg:false",[1687]
43827,https://www.listesdemots.net/c/a/4/mots7lettrescontenantafty.htm,"[692, 1265, 108, 474]"
43831,https://www.nicematin.com/greve-mouvements-sociaux/entre-1600-et-8000-manifestants-contre-les-retraites-a-nice-459583,[572]
43832,https://www.aufeminin.com/mode/blake-lively-ne-veut-pas-de-styliste-s57850.html,[184]
43835,https://dictionnaire.reverso.net/francais-anglais/sombrer%20dans%20le%20chaos,"[692, 1265, 1494, 474]"
43836,https://www.gala.fr/l_actu/news_de_stars/florence_foresti_malaise_a_ramatuelle_347651,[184]
43840,https://brest.maville.com/actu/actudet_-lorient.-marie-tabarly-repart-autour-du-monde_fil-3811028_actu.Htm,[572]
43841,https://www.senscritique.com/contact/Brice_Dal_Farra/4037028,[474]
43843,https://www.programme-tv.net/news/series-tv/91722-josephine-ange-gardien-tf1-que-devient-dounia-coesens,"[184, 211, 358]"
43846,http://www.recetteshanane.com/article-pain-a-hamburger-maison-mini-hamburger-au-saumon-fume-121708527.html,"[907, 122]"
43849,https://www.lachainemeteo.com/meteo-france/ville-286409/previsions-meteo-grandvillers-demain,"[63, 1254, 1119]"
43850,http://www.onsenlechelesdoigts.com/article-tarte-en-bandes-aux-fruits-102451705.html,[907]
43851,https://www.autoscout24.fr/offres/tesla-model-s-electrique-bleu-add4319a-e794-be49-e053-e250040a0717,"[1686, 1687]"
43852,http://m.jeuxvideo.com/forums/42-3011730-61768576-1-0-1-0-liste-des-recompenses-quetes-evenement.htm,[381]
43856,https://www.tameteo.com/aschbach/heure-par-heure,"[63, 1254, 1119]"
43858,https://www.businessinsider.fr/video-ce-qui-se-passe-quand-regarde-soleil,[211]
43861,http://cuisineguylaine.over-blog.com/article-3907033.html,[122]
43862,https://www.meteoblue.com/en/weather/week/balacet_france_3035290,"[63, 1254, 1119]"
43863,"https://www.ladepeche.fr/2019/10/17/municipales-la-liste-delisabeth-claverie-au-complet,8485482.php",[572]
43864,https://mots-croises.tazzaz.com/definition/fenetres-saillantes.html,[1494]
43866,http://severineetsonthermomix.over-blog.com/tag/gourmandises%20sucrees/2,[907]
43868,https://www.autoscout24.fr/offres/volkswagen-sharan-2-0-tdi-dsg-bluemotion-technology-highline-diesel-noir-604f60cb-c603-4aaf-ae28-2167ca58c0d5,"[1686, 1687]"
43871,https://fr.shopping.rakuten.com/offer/buy/114808782/frontieres-yannick-noah-cd-maxi.html,[531]
43872,https://m.mobile.de/auto-inserat/audi-a4-avant-ambition-wiesbaden/291523282.html,"[1686, 1687]"
43873,https://www.meteocity.com/france/harnes_v62413,"[63, 1254, 1119]"
43875,http://m.jeuxvideo.com/forums/1-2667-8699076-1-0-1-0-0.htm,[381]
43877,https://www.horairesdouverture24.fr/filiale/Pithiviers-La%2520Poste-23562T.html,[377]
43879,https://www.millenium.org/guide/351120.html,"[381, 1343]"
43881,https://mobile-dictionary.reverso.net/francais-arabe/hibou,"[692, 108, 474]"
43882,http://www.jeuxvideo.com/wikis-soluce-astuces/solution-complete-scene-10/192094,[381]
43883,https://www.autoscout24.fr/offres/jaguar-f-pace-30d-awd-r-sport-pano-leasing-0-9-diesel-rouge-31ac5cc3-026a-48f9-9091-5e46dc767c3f,[1687]
43885,https://www.lequipe.fr/Coaching/Bien-etre/Actualites/Etirements-avant-apres-ou-jamais/1024688,[184]
43886,http://thermominoux.over-blog.com/2015/09/sauce-moutarde-et-vinaigre-balsamique-thermomix.html,[122]
43887,https://m.mobile.de/auto-inserat/renault-kangoo-1-5-5-sitzer-expression-klima-2xschiebet%C3%BC-aschaffenburg/291451665.html,"[1686, 1687]"
43889,https://www.connaissancedesarts.com/archi-jardin-et-patrimoine/idee-lecture-la-villa-cavrois-au-bout-des-doigts-11125717,[474]
43891,https://www.cuisineactuelle.fr/recettes/langouste-flambee-au-calvados-293147,[122]
43898,https://www.tameteo.com/mazingarbe/heure-par-heure,"[63, 1254, 1119]"
43899,https://www.meteocity.com/france/arandon_v38014,"[63, 1254, 1119]"
43905,https://www.record.pt/multimedia/videos/detalhe/silas-atira-se-a-jorge-sousa-ate-no-intervalo-nos-da-amarelos,[211]
43909,https://dictionnaire.reverso.net/francais-synonymes/pas+se+masturber,"[692, 1265, 108, 1494, 474]"
43910,"https://www.automobile.fr/voiture/audi-q2/vhc:car,ms1:1900_45_,frn:2017,prx:20000,ful:diesel,mlx:90000,dmg:false,vcg:,spc:true","[1686, 1687]"
43912,https://www.lachainemeteo.com/meteo-monde/pays-192/previsions-meteo-vietnam-lundi,"[63, 1254, 1119]"
43913,https://m.mobile.de/auto-inserat/bmw-x3-2-0l-xdrive20i-berlin/285551404.html,"[1686, 1687]"
43914,https://www.forums.supertoinette.com/recettes-296795-roti-de-porc-vapeur-a-la-sauge,"[907, 122]"
43915,https://dictionnaire.reverso.net/francais-definition/comite,"[692, 1265, 108, 1494, 474]"
43918,https://www.lachainemeteo.com/meteo-france/ville-581027/previsions-meteo-audincthun-demain,"[63, 1254, 1119]"
43920,https://www.babelio.com/livres/Grange-Le-Serment-des-Limbes/4328/critiques,[474]
43924,https://www.societe.com/societe/monsieur-thomas-wilwert-830094850.html,[377]
43928,https://www.marmiton.org/recettes/recette_papillotes-de-cotes-de-porc_35077.aspx,[122]
43929,https://www.autoscout24.fr/offres/volkswagen-t5-multivan-2-0-cr-tdi-highline-diesel-brun-1cd9119d-0791-2250-e053-e250040ace08,[1687]
43930,https://www.societe.com/societe/evacopie-813181351.html,[377]
43932,https://fr.shopping.rakuten.com/boutique/peppa2015/nav/Musique_CD,[531]
43933,https://br.blastingnews.com/tv-famosos/2020/02/mae-de-gugu-liberato-conta-sobre-o-casamento-do-filho-durante-entrevista-ao-fantastico-003061605.html,[184]
43934,https://scrabblemania.nl/mobiele-woorden-anagram,"[381, 692, 1494]"
43937,https://www.tameteo.com/bondoufle/heure-par-heure,"[63, 1254, 1119]"
43938,https://www.voici.fr/bios-people/nadege-beausson-diagne,[184]
43943,https://www.leparking-moto.fr/moto-occasion-detail/suzuki-v-strom-v-strom-1000/suzuki-1000-vstrom-abs-traction-control/7TFGVB9.html,[1686]
43944,https://www.supersoluce.com/soluce/dark-souls-ii/le-depotoir,[381]
43947,https://www.femmeactuelle.fr/cuisine/recettes/boisson/virgin-mojito-aux-framboises-242285,"[907, 122]"
43951,https://chefsimon.com/gourmets/severine-f2ea18c1-5558-47c0-86d8-5a820e2a2457/tag/boules%20de%20Berlin,[907]
43953,https://www.societe.com/societe/cassy-849693478.html,[377]
43957,https://abonne.lunion.fr/id23029/article/2018-12-16/lhopital-de-chateau-thierry-ouvre-un-centre-ophtalmologique,[377]
43960,http://dietetique-pour-le-bien-etre-et-la-performance.over-blog.com/2017/01/planning-de-repas-pour-votre-famille.html,[122]
43961,https://www.lavoixdunord.fr/113976/article/2017-02-04/nos-quatre-bons-plans-stationnement-en-video,[572]
43962,https://www.lavoixdunord.fr/179124/article/2017-06-16/prives-de-vote-ils-ont-organise-leur-propre-election-au-foyer-de-vie-les-genets,[572]
43964,https://www.autoscout24.fr/offres/nissan-micra-1-0-s-essence-rouge-84ba884f-1337-4d81-b582-d62198909e31,"[1686, 1687]"
43965,https://fr.shopping.rakuten.com/offer/buy/2355393406/enclos-acier-exterieur-ou-interieur-parc-a-chiots-petits-chiens-et-petits-animaux-lapin-125-cm-x-85-cm-x-70-cm-gris-tectake.html,[531]
43967,https://www.listesdemots.net/c/c/5/mots6lettrescontenantcfinr.htm,"[692, 108, 1494]"
43968,https://www.purepeople.com/media/jeremstar-pose-avec-son-cheri-a-bali-i_m4248935,[184]
43971,https://www.cdiscount.com/search/10/%C3%A9tagere+rangement.html,[531]
43974,https://m.mobile.de/auto-inserat/-/293761863.html,"[1686, 1687]"
43975,https://www.cuisineaz.com/diaporamas/recettes-rapides-aux-champignons-662/interne/recette/9.aspx,"[907, 122]"
43977,https://www.cuisineaz.com/recettes/gateau-au-chocolat-simple-et-rapide-en-20-min-49507.aspx,[907]
43978,https://www.marmiton.org/forum/pains-boulangerie/fondue-savoyarde-fd24815,"[907, 122]"
43980,https://www.femmeactuelle.fr/actu/news-actu/depart-michel-drucker-france-2-il-denonce-le-jeunisme-2015139,[358]
43981,https://mobile-dictionary.reverso.net/espagnol-francais/que%20descanses,"[1265, 692, 1494, 474]"
43982,https://www.listesdemots.net/f/g/3/motsfinissantgretaille.htm,"[108, 1494, 474]"
43984,https://dictionnaire.reverso.net/anglais-francais/bears,"[692, 1265, 108, 1494, 474]"
43987,http://www.allocine.fr/personne/fichepersonne_gen_cpersonne=658025.html,[184]
43988,https://www.herald.co.zw/category/articles/top-stories,[572]
43991,https://m.mobile.de/auto-inserat/volkswagen-touran-2-0-tdi-scr-comfortline-bmt-navi-t%C3%BCv-neu-rotenburg/285306940.html,"[1686, 1687]"
43992,https://www.babycenter.fr/thread/1581244/id%C3%A9es-recette-b%C3%A9b%C3%A9-,[122]
43994,https://www.marmiton.org/forum/fruits-legumes/conserver-du-fait-maison-urgent-svp-fd37595,[122]
43995,https://www.societe.com/societe/la-pannerie-443292370.html,[377]
44001,https://www.senscritique.com/livre/Les_marins_francais_a_la_decouverte_du_monde/12200659,[474]
44003,https://www.voici.fr/news-people/actu-people/shym-poste-une-photo-de-sa-jeunesse-elle-etonne-ses-fans-avec-un-talent-cache-671243,"[184, 211]"
44004,https://fr.shopping.rakuten.com/s/hp+pavilion+g6+2148sf,[531]
44005,https://www.wuxiaworld.com/novel/martial-god-asura/mga-chapter-1497,[474]
44007,http://m.jeuxvideo.com/forums/42-3013697-57951884-2-0-1-0-il-y-a-que-moi-qui-deteste-les-batailles-navales.htm,"[381, 1343, 211]"
44010,https://www.cuisineaz.com/diaporamas/recettes-anti-coup-de-blues-2356/interne/recette/11.aspx,"[907, 122]"
44011,https://espanadiario.es/television/cristian-hermano-sofia-suescun-concursante-supervivientes,[184]
44013,https://test.cuisineactuelle.fr/tests/2046-quel-est-mon-conseil-minceur/mon-resultat,[122]
44016,https://www.750g.com/sauce-echalotes-au-thermomix-r92554.htm,"[907, 122]"
44017,https://www.societe.com/societe/earl-gweltaz-502404627.html,[377]
44018,https://fr.pons.com/traduction/allemand-fran%C3%A7ais/verwichte,"[692, 1265, 1494, 474]"
44021,https://www.cdiscount.com/search/10/disque+dur+3+5+interne+5400tr+mn.html,[531]
44023,https://www.lachainemeteo.com/meteo-france/ville-215096/previsions-meteo-roquefort-les-pins-aujourdhui,"[63, 1254, 1119]"
44025,https://www.750g.com/recettes_bavarois_aux_fruits_rouges.htm,[907]
44027,http://www.jeuxvideo.com/wikis-soluce-astuces/camouflages/228956,[381]
44030,https://www.lamontagne.fr/salzuit-43230/actualites/charles-tourrette-89-ans-le-plus-age-des-maires-de-haute-loire-et-premier-magistrat-de-salzuit-depuis-1965_13731012,[572]
44032,https://fr.shopping.rakuten.com/s/marie+chioca,[531]
44034,https://www.voici.fr/news-people/actu-people/renaud-passage-surprise-a-paris-pour-applaudir-indochine-au-stade-de-france-535067,[184]
44035,https://m.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-c-200-kompressor-elegance-automatik/1311068582-216-4451,[1686]
44040,https://gaming.gentside.com/candy-crush-saga/candy-crush-saga-niveau-2677-solutions-et-astuces-pour-passer-le-level_art24895.html,[381]
44041,https://www.tempo.pt/leiria.htm,"[63, 1254, 1119]"
44043,https://www.ouest-france.fr/normandie/alencon-61000/parents-blancs-enfant-noir-une-adoption-reussie-1692027,[572]
44044,"https://www.automobile.fr/Voiture/Smart-453-Fortwo-TWINAMIC-66kW-KLima-Airbag/vhc:car,srt:date,sro:desc,ms1:23000__,frn:2017,dmg:true/pg:vipcar/292966938.html","[1686, 1687]"
44045,"https://www.automobile.fr/voiture/jaguar-xj12/vhc:car,cnt:de,ms1:12400_10_,dmg:false,vcg:",[1687]
44046,https://www.dissapore.com/ricette/ricetta-spitini-alla-palermitana/amp,[122]
44047,https://fr.shopping.rakuten.com/offer/buy/3866992057/cpl3866992058_ALL/portefeuille-cartier.html,[531]
44049,https://www.meteo60.fr/previsions-meteo-agricole-vic-fezensac.html,"[63, 1254, 1119]"
44051,https://context.reverso.net/traduction/espagnol-francais/se+lia,"[692, 1265, 1494, 474]"
44052,http://www.allocine.fr/video/player_gen_cmedia=18377913&cfilm=56714.html,[211]
44053,https://m.programme-tv.net/programme/autre/r305663-des-chiffres-et-des-lettres/6983975-des-chiffres-et-des-lettres,[358]
44058,https://annuaire.118712.fr/ppart/Aube-10/Montieramey-10270/Driat_agathe-et-boris-JCBEGFCHFE_1O0060L00006D50800C40000S,[377]
44060,https://www.regal.fr/recettes/plats/risotto-cremeux-au-fromage-6712,[122]
44061,https://www.letelegramme.fr/finistere/chateauneuf-du-faou/plus-de-700-judokas-en-competition-17-12-2019-12460711.php,[572]
44064,https://woerterbuch.reverso.net/franzosisch-synonyme/%C3%A0%20la%20port%C3%A9e,"[692, 1265, 1494, 474]"
44065,https://www.purepeople.com/article/cecilia-koh-lanta-maman-solo_a369722/1,[184]
44071,https://fr.shopping.rakuten.com/offer/buy/625650981/medaka-box-tome-20-de-nisioisin.html,"[531, 211]"
44072,http://www.jeuxvideo.com/forums/1-10242-59157-1-0-1-0-0.htm,[381]
44076,https://m.mobile.de/auto-inserat/bmw-330i-xdrive-coupe-edition-m-sport-scheckheft-2-h-grasberg/287140100.html,"[1686, 1687]"
44077,https://www.lachainemeteo.com/meteo-france/ville-216724/previsions-meteo-saint-macaire-en-mauges-demain,"[63, 1254, 1119]"
44086,https://www.meteo60.fr/previsions-meteo-agricole-sainte-fauste.html,"[63, 1254, 1119]"
44088,"https://www.automobile.fr/Voiture/Audi-S4-Avant-3.0-TFSI-quattro-Matrix-LED/vhc:car,pgn:2,pgs:10,ms1:1900_20_,frn:2017,prx:50000,ful:petrol!diesel,mlx:40000,ger:automatic_gear,pwn:147,dmg:false,vcg:estatecar,fwd:true/pg:vipcar/292390582.html","[1686, 1687]"
44091,https://www.purepeople.com/article/david-schwimmer-sur-le-manque-de-diversite-dans-friends-je-me-suis-battu_a372086/1,"[184, 358]"
44092,"https://www.automobile.fr/cat%C3%A9gorie/voiture/vhc:car,pgn:17,pgs:10,srt:price,sro:asc,prx:7000,ful:diesel,mln:100000,mlx:125000,ger:manual_gear,dmg:false,vcg:estatecar!offroad,fwd:true",[1687]
44094,https://www.forums.supertoinette.com/recettes-138017-watt-et-degre-micro-onde,"[907, 122]"
44100,https://www.ladepeche.fr/article/2016/02/07/2271968-exposition-les-toiles-de-vincent-le-boubennec.html,[572]
44101,https://www.cuisineaz.com/recettes/cake-aux-olives-et-jambon-blanc-8532.aspx,"[907, 122]"
44104,https://m.programme-tv.net/programme/culture-infos/r1549464777-amerindiens-du-pacifique/16739794-la-resistance,[358]
44109,http://www.jeuxvideo.com/forums/42-3015138-61917250-1-0-1-0-arrivee-de-nouveau-habitants.htm,[381]
44113,https://chefsimon.com/gourmets/lesfillesatable-com/recettes/roules-de-truite-fumee-a-l-aneth,"[907, 122]"
44117,https://www.cuisineaz.com/recettes/gigot-d-agneau-roti-a-la-creme-d-ail-47183.aspx,[122]
44121,https://mots-croises.tazzaz.com/definition/arbre-a-baies-rouges.html,"[692, 1494]"
44122,https://m.programme-tv.net/news/sport/football/93467-equipe-de-france-six-ans-apres-william-gallas-explique-ce-qui-s-est-passe-a-knysna,[211]
44123,https://dirigeant.societe.com/dirigeant/Youcef.MEZDAD.85262223.html,[377]
44125,https://www.2ememain.be/a/autos/volvo/m1505056570-volvo-v70-2-0d-summum-airco-navi-xenon-cartv-leer-pdc.html,[1686]
44129,"https://www.automobile.fr/voiture/audi-a6/vhc:car,pgn:2,pgs:10,ms1:1900_10_,frn:2013,prx:17500,ful:diesel,mlx:125000,dmg:false,vcg:limousine",[1686]
44131,http://www.leparisien.fr/culture-loisirs/cinema/le-film-le-plus-drole-de-tous-les-temps-est-08-09-2012-2156005.php,[184]
44133,https://www.marmiton.org/recettes/recette_tarte-aux-peches-ou-nectarines_310083.aspx,[122]
44136,https://fr.bab.la/dictionnaire/espagnol-francais/cirial-en-fran%C3%A7ais,"[692, 1265]"
44146,https://www.meteocity.com/france/belleydoux_v1035,"[63, 1254]"
44148,https://www.programme-tv.net/news/evenement/netflix-series-films-et-documentaires-sur-netflix/239998-friends-decouvrez-quelle-star-a-failli-jouer-ross-a-la-place-de-david-schwimmer,"[184, 358]"
44151,https://context.reverso.net/traduction/francais-anglais/tout+le+monde+applaudit,"[1265, 108]"
44153,https://m.ebay-kleinanzeigen.de/s-anzeige/bmw-316i-limosine-85kw-klimaautomatic/1317523553-216-1184,[1686]
44154,https://context.reverso.net/traduction/anglais-francais/bitty,"[692, 1265, 1494, 474]"
44156,http://m.jeuxvideo.com/forums/42-27242-39617992-1-0-1-0-help-rubis-rathalos-capture-ou-kill.htm,[1343]
44158,https://dictionnaire.reverso.net/francais-italien/abandonner,"[692, 1265, 108, 1494, 474]"
44162,https://www.francebleu.fr/occitanie/gard-30/marguerittes-30156,[572]
44164,http://www.allocine.fr/film/fichefilm-47977/telecharger-vod,[211]
44165,https://dictionnaire.reverso.net/anglais-synonymes/thought,"[692, 1265, 108, 1494, 474]"
44166,http://www.jeuxvideo.com/wikis-soluce-astuces/562676/saga-dragon-ball-super-colere-du-dieu-de-la-destruction.htm,[1343]
44169,https://www.cuisineaz.com/recettes/gigot-d-agneau-de-7-heures-41711.aspx,[122]
44170,http://www.jeanjacques666.eu/archives/2020/02/14/38026670.html,"[122, 63, 1119]"
44172,https://fr.shopping.rakuten.com/s/coffre+ancien,[531]
44174,https://www.telestar.fr/tele-realite/les-marseillais/alcool-et-tele-realite-les-candidats-sont-ils-encadres-270174,[184]
44182,https://www.societe.com/societe/a-b-m-plastic-451170054.html,[377]
44183,https://fr.shopping.rakuten.com/mfp/5723822/code-vein,[531]
44184,https://m.cuantarazon.com/1129228/datos-cientificos-sobre-el-mundo-animal-que-te-dejaran-fascinado,[211]
44186,https://www.marmiton.org/recettes/recette_durum_371915.aspx,"[907, 122]"
44188,https://www.apreslachat.com/forum/Vorwerk/Thermomix-3300/Porte-couteau/1059140/246167,"[122, 211]"
44192,https://www.horairesdouverture24.fr/filiale/Vinassan-Durand%2520Alain-891020X.html,[377]
44196,"https://www.automobile.fr/Voiture/Volkswagen-Golf-7-GTD-DSG-LEDER-DYN-AUDIO-ACC/vhc:car,pgn:18,pgs:10,ms1:25200_14_,frn:2015,prx:25000,dmg:false/pg:vipcar/293802860.html","[1686, 1687]"
44197,https://chefsimon.com/recettes/tag/vitpris/agrumes,[122]
44202,https://www.francebleu.fr/infos/societe/chiffre-du-jour-225-000-rats-a-avignon-1553247609,[377]
44206,https://fr.shopping.rakuten.com/offer/buy/303598537/john-wayne-coffret-25-dvd.html,[531]
44207,https://www.ouest-france.fr/pays-de-la-loire/saint-malo-de-guersac-44550/laura-18-ans-medaillee-d-or-en-monocycle-6007584,[572]
44208,https://www.supertoinette.com/fiche-cuisine/1296/get-27.html,[122]
44210,https://m.mobile.de/auto-inserat/citroen-berlingo-l2-berlin/284820259.html,"[1686, 1687]"
44215,http://www.jeuxvideo.com/jeux/pc/00041411-dishonored.htm,"[381, 1343]"
44216,https://www.modhoster.com/maps-gebaeude-platzierbare-objekte/mods,"[381, 1343]"
44218,"https://www.sol.de/blaulicht-saarland/Ueberherrn-Uebers-Essen-gemeckert-Koch-greift-Gast-mit-Messer-an,446532",[572]
44219,https://www.senscritique.com/serie/Better_Than_Us/38245323,[358]
44223,https://www.tameteo.com/meteo_Omicourt-Europe-France-Ardennes--1-38234.html,"[63, 1254]"
44227,https://www.cuisineaz.com/diaporamas/tartes-sucrees-hivernales-1098/interne/recette/9.aspx,"[907, 122]"
44230,https://clients.cdiscount.com/DisplayOrderTrackingByOrderId.mvc/00000000000000000000KCM50D,[531]
44232,https://www.gentside.com/rita-ora/une-star-mondiale-apparait-dans-the-voice-mais-personne-ne-la-reconnait_art82585.html,[184]
44233,https://www.listesdemots.net/c/d/4/mots7lettrescontenantdtxy.htm,"[692, 1494]"
44234,https://context.reverso.net/traducere/franceza-romana/b%C3%A9n%C3%A9ficiaires+des+fonds,"[1265, 692]"
44235,https://fr.shopping.rakuten.com/offer/buy/3415019881/etui-en-pu-flip-cafe-pour-votre-samsung-galaxy-tab-a-10-5.html,[531]
44239,https://www.purepeople.com/article/jade-foret-lookee-comme-ses-filles-elles-ont-la-bouille-de-leur-papa_a208602/1,"[184, 358]"
44243,https://www.dailymotion.com/video/x7rtxmx,[211]
44244,https://www.ohmymag.com/news/maries-au-premier-regard-ce-programme-m-a-permis-de-rencontrer-l-homme-de-ma-vie-charline-se-confie_art126923.html,[184]
44246,https://www.linternaute.fr/cinema/biographie/1403072-alain-delon-apres-son-avc-une-premiere-photo-rassurante-publiee,"[184, 358]"
44247,http://hollaback.over-blog.com/article-5229203.html,[211]
44248,"https://www.automobile.fr/voiture/skoda-130/vhc:car,ms1:22900_4_",[1686]
44252,https://www.marmiton.org/videos/comment-decouper-lapin-v619769.html,"[122, 211]"
44254,https://www.societe.com/societe/style-deco-batiment-830245791.html,[377]
44255,https://www.lachainemeteo.com/meteo-france/ville-605522/previsions-meteo-clermont-en-argonne-vendredi,"[63, 1254, 1119]"
44259,https://www.2ememain.be/a/autos/opel/m1512830908-opel-astra-1-7-cdti-59-kw.html,[1686]
44266,https://la-conjugaison.nouvelobs.com/allemand/verbe/spielen.php,"[108, 474]"
44267,https://www.linternaute.com/livre/roman-litterature/1019560-les-classiques-de-la-litterature-erotique/1019574-joseph-kessel,[474]
44273,"https://www.automobile.fr/Voiture/Rolls-Royce-Dawn-Launch-Massage-Spirit/vhc:car,srt:price,sro:asc,ms1:21600_14_,dmg:false/pg:vipcar/286067300.html","[1686, 1687]"
44274,https://www.societe.com/societe/pain-de-villars-817859614.html,[907]
44275,https://www.lepopulaire.fr/arnac-la-poste-87160/politique/jean-pierre-vigor-presente-sa-liste_13744583,[572]
44276,https://context.reverso.net/traduction/espagnol-francais/muy+ofendida,"[692, 1265, 108, 1494]"
44278,https://www.femmeactuelle.fr/actu/news-actu/photos-kad-merad-perdu-une-dizaine-de-kilos-en-un-mois-pour-animer-la-ceremonie-des-cesar-2075371,"[184, 358]"
44282,http://quiz.geo.fr/culture-34/vrai-ou-faux-la-science-du-quotidien-94,[474]
44284,https://www.rtl.fr/actu/debats-societe/les-actualites-de-6h-grand-debat-une-agence-pour-recuperer-les-pensions-alimentaires-impayees-7797477045,[572]
44285,https://www.femmeactuelle.fr/cuisine/recettes-de-cuisine/gingembre-recettes-astuces-pour-cuisiner-46263,"[907, 122]"
44288,https://www.purepeople.com/article/johnny-hallyday-l-heritage-sylvie-vartan-sort-les-griffes-pour-david-mais_a273946/1,[184]
44291,https://context.reverso.net/traduction/espagnol-francais/urdimbre,"[692, 1265, 1494, 474]"
